
alcohol; ,#,#,  an#DT#an  alcohol#NN#alcohol  is#VBZ#be  any#DT#any  organic#JJ#organic  compound#NN#compound  in#IN#in  which#WDT#which  a#DT#a  hydroxyl#NN#hydroxyl  functional#JJ#functional  group#NN#group  is#VBZ#be  bound#VVN#bind  to#TO#to  a#DT#a  carbon#NN#carbon  atom#NN#atom  ,#,#,  usually#RB#usually  connected#VVN#connect  to#TO#to  other#JJ#other  carbon#NN#carbon  or#CC#or  hydrogen#NN#hydrogen  atoms#NNS#atom  .#SENT#.  an#DT#an  important#JJ#important  class#NN#class  are#VBP#be  the#DT#the  simple#JJ#simple  acyclic#JJ#acyclic  alcohols#NNS#alcohol  ,#,#,  the#DT#the  general#JJ#general  formula#NN#formula  for#IN#for  which#WDT#which  is#VBZ#be  cnh2n#NN#cnh2n  1oh#NP#1oh  .#SENT#.  of#IN#of  those#DT#those  ,#,#,  ethanol#NN#ethanol  (#(#(  c2h5oh#NN#c2h5oh  )#)#)  is#VBZ#be  the#DT#the  type#NN#type  of#IN#of  alcohol#NN#alcohol  found#VVN#find  in#IN#in  alcoholic#JJ#alcoholic  beverages#NNS#beverage  ,#,#,  and#CC#and  in#IN#in  common#JJ#common  speech#NN#speech  the#DT#the  word#NN#word  alcohol#NN#alcohol  refers#VVZ#refer  specifically#RB#specifically  to#TO#to  ethanol#NN#ethanol  .#SENT#. 

alligator; an#DT#an  alligator#NN#alligator  is#VBZ#be  a#DT#a  crocodilian#NN#crocodilian  in#IN#in  the#DT#the  genus#NN#genus  alligator#NN#alligator  of#IN#of  the#DT#the  family#NN#family  alligatoridae#NNS#alligatoridae  .#SENT#.  there#EX#there  are#VBP#be  two#CD#two  extant#JJ#extant  alligator#NN#alligator  species#NNS#specie  :#:#:  the#DT#the  american#JJ#American  alligator#NN#alligator  (#(#(  alligator#NN#alligator  mississippiensis#NN#mississippiensis  )#)#)  and#CC#and  the#DT#the  chinese#JJ#Chinese  alligator#NN#alligator  (#(#(  alligator#NN#alligator  sinensis#NN#sinensis  )#)#)  .#SENT#.  the#DT#the  name#NN#name  alligator#NN#alligator  is#VBZ#be  an#DT#an  anglicized#VVN#anglicize  form#NN#form  of#IN#of  el#NN#el  lagarto#NN#lagarto  ,#,#,  the#DT#the  spanish#JJ#Spanish  term#NN#term  for#IN#for  lizard#NN#lizard  ,#,#,  which#WDT#which  early#JJ#early  spanish#JJ#Spanish  explorers#NNS#explorer  and#CC#and  settlers#NNS#settler  in#IN#in  florida#NP#Florida  called#VVD#call  the#DT#the  alligator#NN#alligator  .#SENT#.  there#EX#there  are#VBP#be  many#JJ#many  adaptations#NNS#adaptation  for#IN#for  the#DT#the  american#JJ#American  alligator#NN#alligator  .#SENT#. 

altar; an#DT#an  altar#NN#altar  is#VBZ#be  any#DT#any  structure#NN#structure  upon#IN#upon  which#WDT#which  offerings#NNS#offering  such#JJ#such  as#IN#as  sacrifices#NNS#sacrifice  and#CC#and  votive#JJ#votive  offerings#NNS#offering  are#VBP#be  made#VVN#make  for#IN#for  religious#JJ#religious  purposes#NNS#purpose  ,#,#,  or#CC#or  some#DT#some  other#JJ#other  sacred#JJ#sacred  place#NN#place  where#WRB#where  ceremonies#NNS#ceremony  take#VVP#take  place#NN#place  .#SENT#.  altars#NNS#altar  are#VBP#be  usually#RB#usually  found#VVN#find  at#IN#at  shrines#NNS#shrine  ,#,#,  and#CC#and  they#PP#they  can#MD#can  be#VB#be  located#VVN#locate  in#IN#in  temples#NNS#temple  ,#,#,  churches#NNS#church  and#CC#and  other#JJ#other  places#NNS#place  of#IN#of  worship#NN#worship  .#SENT#.  today#NN#today  they#PP#they  are#VBP#be  used#VVN#use  particularly#RB#particularly  in#IN#in  the#DT#the  religions#NNS#religion  of#IN#of  buddhism#NN#Buddhism  ,#,#,  hinduism#NN#Hinduism  ,#,#,  shinto#NP#Shinto  ,#,#,  taoism#NN#taoism  ,#,#,  as#RB#as  well#RB#well  as#IN#as  christianity#NN#Christianity  ,#,#,  laveyan#JJ#laveyan  satanism#NN#satanism  ,#,#,  thelema#NP#thelema  ,#,#,  neopaganism#NN#neopaganism  ,#,#,  and#CC#and  in#IN#in  ceremonial#JJ#ceremonial  magic#NN#magic  .#SENT#. 

ambulance; an#DT#an  ambulance#NN#ambulance  is#VBZ#be  a#DT#a  vehicle#NN#vehicle  for#IN#for  transportation#NN#transportation  of#IN#of  sick#JJ#sick  or#CC#or  injured#JJ#injured  people#NNS#people  to#TO#to  ,#,#,  from#IN#from  or#CC#or  between#IN#between  places#NNS#place  of#IN#of  treatment#NN#treatment  for#IN#for  an#DT#an  illness#NN#illness  or#CC#or  injury#NN#injury  ,#,#,  and#CC#and  in#IN#in  some#DT#some  instances#NNS#instance  will#MD#will  also#RB#also  provide#VV#provide  out#RP#out  of#IN#of  hospital#NN#hospital  medical#JJ#medical  care#NN#care  to#TO#to  the#DT#the  patient#NN#patient  .#SENT#.  the#DT#the  word#NN#word  is#VBZ#be  often#RB#often  associated#VVN#associate  with#IN#with  road#NN#road  going#VVG#go  emergency#NN#emergency  ambulances#NNS#ambulance  which#WDT#which  form#VVP#form  part#NN#part  of#IN#of  an#DT#an  emergency#NN#emergency  medical#JJ#medical  service#NN#service  ,#,#,  administering#VVG#administer  emergency#NN#emergency  care#NN#care  to#TO#to  those#DT#those  with#IN#with  acute#JJ#acute  medical#JJ#medical  problems#NNS#problem  .#SENT#. 

ammunition; ammunition#NN#ammunition  ,#,#,  often#RB#often  informally#RB#informally  referred#VVN#refer  to#TO#to  as#IN#as  ammo#NN#ammo  ,#,#,  is#VBZ#be  a#DT#a  generic#JJ#generic  term#NN#term  derived#VVN#derive  from#IN#from  the#DT#the  french#JJ#French  language#NN#language  la#FW#la  munition#VV#munition  which#WDT#which  embraced#VVD#embrace  all#DT#all  material#NN#material  used#VVN#use  for#IN#for  war#NN#war  (#(#(  from#IN#from  the#DT#the  latin#NN#Latin  munire#NN#munire  ,#,#,  to#TO#to  provide#VV#provide  )#)#)  ,#,#,  but#CC#but  which#WDT#which  in#IN#in  time#NN#time  came#VVD#come  to#TO#to  refer#VV#refer  specifically#RB#specifically  to#TO#to  gunpowder#NN#gunpowder  and#CC#and  artillery#NN#artillery  .#SENT#.  the#DT#the  collective#JJ#collective  term#NN#term  for#IN#for  all#DT#all  types#NNS#type  of#IN#of  ammunition#NN#ammunition  is#VBZ#be  munitions#NN#munitions  .#SENT#.  in#IN#in  the#DT#the  widest#JJS#wide  sense#NN#sense  of#IN#of  the#DT#the  word#NN#word  it#PP#it  covers#VVZ#cover  anything#NN#anything  that#WDT#that  can#MD#can  be#VB#be  used#VVN#use  in#IN#in  combat#NN#combat  that#WDT#that  includes#VVZ#include  bombs#NNS#bomb  ,#,#,  missiles#NNS#missile  ,#,#,  warheads#NNS#warhead  ,#,#,  and#CC#and  mines#NNS#mine  u2013#NN#u2013  that#WDT#that  munitions#VVZ#munition  factories#NNS#factory  manufacture#VV#manufacture  .#SENT#. 

amphibian; amphibians#NNS#amphibian  (#(#(  class#NN#class  amphibia#NN#amphibia  ,#,#,  from#IN#from  amphi-#NN#amphi-  meaning#NN#meaning  on#IN#on  both#DT#both  sides#NNS#side  and#CC#and  -bios#NNS#-bios  meaning#VVG#mean  life#NN#life  )#)#)  ,#,#,  such#JJ#such  as#IN#as  frogs#NNS#frog  ,#,#,  salamanders#NNS#salamander  ,#,#,  and#CC#and  caecilians#NNS#caecilian  ,#,#,  are#VBP#be  ectothermic#JJ#ectothermic  (#(#(  or#CC#or  cold-blooded#JJ#cold-blooded  )#)#)  animals#NNS#animal  that#WDT#that  metamorphose#VVP#metamorphose  from#IN#from  a#DT#a  juvenile#JJ#juvenile  water-breathing#NN#water-breathing  form#NN#form  ,#,#,  either#CC#either  to#TO#to  an#DT#an  adult#JJ#adult  air-breathing#JJ#air-breathing  form#NN#form  ,#,#,  or#CC#or  to#TO#to  a#DT#a  paedomorph#NN#paedomorph  that#WDT#that  retains#VVZ#retain  some#DT#some  juvenile#JJ#juvenile  characteristics#NNS#characteristic  .#SENT#.  mudpuppies#NNS#mudpuppies  ,#,#,  for#IN#for  example#NN#example  ,#,#,  retain#VV#retain  juvenile#JJ#juvenile  gills#NNS#gill  in#IN#in  adulthood#NN#adulthood  .#SENT#. 

amplifier; generally#RB#generally  ,#,#,  an#DT#an  amplifier#NN#amplifier  or#CC#or  simply#RB#simply  amp#NN#amp  ,#,#,  is#VBZ#be  any#DT#any  device#NN#device  that#IN/that#that  changes#NNS#change  ,#,#,  usually#RB#usually  increases#NNS#increase  ,#,#,  the#DT#the  amplitude#NN#amplitude  of#IN#of  a#DT#a  signal#NN#signal  .#SENT#.  the#DT#the  relationship#NN#relationship  of#IN#of  the#DT#the  input#NN#input  to#TO#to  the#DT#the  output#NN#output  of#IN#of  an#DT#an  amplifieru2014usually#RB#amplifieru2014usually  expressed#VVN#express  as#IN#as  a#DT#a  function#NN#function  of#IN#of  the#DT#the  input#NN#input  frequencyu2014is#NNS#frequencyu2014is  called#VVD#call  the#DT#the  transfer#NN#transfer  function#NN#function  of#IN#of  the#DT#the  amplifier#NN#amplifier  ,#,#,  and#CC#and  the#DT#the  magnitude#NN#magnitude  of#IN#of  the#DT#the  transfer#NN#transfer  function#NN#function  is#VBZ#be  termed#VVN#term  the#DT#the  gain#NN#gain  .#SENT#.  in#IN#in  popular#JJ#popular  use#NN#use  ,#,#,  the#DT#the  term#NN#term  usually#RB#usually  describes#VVZ#describe  an#DT#an  electronic#JJ#electronic  amplifier#NN#amplifier  ,#,#,  in#IN#in  which#WDT#which  the#DT#the  input#NN#input  signal#NN#signal  is#VBZ#be  usually#RB#usually  a#DT#a  voltage#NN#voltage  or#CC#or  a#DT#a  current#JJ#current  .#SENT#. 

animal; animals#NNS#animal  are#VBP#be  a#DT#a  major#JJ#major  group#NN#group  of#IN#of  mostly#RB#mostly  multicellular#JJ#multicellular  ,#,#,  eukaryotic#JJ#eukaryotic  organisms#NNS#organism  of#IN#of  the#DT#the  kingdom#NN#kingdom  animalia#NN#animalia  or#CC#or  metazoa#NNS#metazoa  .#SENT#.  their#PP$#their  body#NN#body  plan#NN#plan  eventually#RB#eventually  becomes#VVZ#become  fixed#VVN#fix  as#IN#as  they#PP#they  develop#VVP#develop  ,#,#,  although#IN#although  some#DT#some  undergo#VVP#undergo  a#DT#a  process#NN#process  of#IN#of  metamorphosis#NN#metamorphosis  later#RBR#later  on#IN#on  in#IN#in  their#PP$#their  life#NN#life  .#SENT#.  most#JJS#most  animals#NNS#animal  are#VBP#be  motile#JJ#motile  ,#,#,  meaning#VVG#mean  they#PP#they  can#MD#can  move#VV#move  spontaneously#RB#spontaneously  and#CC#and  independently#RB#independently  .#SENT#.  all#DT#all  animals#NNS#animal  are#VBP#be  also#RB#also  heterotrophs#NNS#heterotrophs  ,#,#,  meaning#VVG#mean  they#PP#they  must#MD#must  ingest#VV#ingest  other#JJ#other  organisms#NNS#organism  for#IN#for  sustenance#NN#sustenance  .#SENT#. 

ant; ants#NNS#ant  are#VBP#be  social#JJ#social  insects#NNS#insect  of#IN#of  the#DT#the  family#NN#family  formicidae#NNS#formicidae  and#CC#and  ,#,#,  along#IN#along  with#IN#with  the#DT#the  related#JJ#related  wasps#NNS#wasp  and#CC#and  bees#NNS#bee  ,#,#,  belong#VVP#belong  to#TO#to  the#DT#the  order#NN#order  hymenoptera#NN#hymenoptera  .#SENT#.  ants#NNS#ant  evolved#VVN#evolve  from#IN#from  wasp-like#JJ#wasp-like  ancestors#NNS#ancestor  in#IN#in  the#DT#the  mid-cretaceous#JJ#mid-cretaceous  period#NN#period  between#IN#between  110#CD#@card@  and#CC#and  130#CD#@card@  million#CD#million  years#NNS#year  ago#RB#ago  and#CC#and  diversified#VVN#diversify  after#IN#after  the#DT#the  rise#NN#rise  of#IN#of  flowering#JJ#flowering  plants#NNS#plant  .#SENT#.  more#JJR#more  than#IN#than  12#CD#@card@  ,#,#,  500#CD#@card@  out#IN#out  of#IN#of  an#DT#an  estimated#JJ#estimated  total#NN#total  of#IN#of  22#CD#@card@  ,#,#,  000#CD#@card@  species#NNS#specie  have#VHP#have  been#VBN#be  classified#VVN#classify  .#SENT#.  they#PP#they  are#VBP#be  easily#RB#easily  identified#VVN#identify  by#IN#by  their#PP$#their  elbowed#VVN#elbow  antennae#NNS#antenna  and#CC#and  a#DT#a  distinctive#JJ#distinctive  node-like#JJ#node-like  structure#NN#structure  that#WDT#that  forms#VVZ#form  a#DT#a  slender#JJ#slender  waist#NN#waist  .#SENT#. 

antelope; antelope#NN#antelope  is#VBZ#be  a#DT#a  term#NN#term  referring#VVG#refer  to#TO#to  many#JJ#many  even-toed#JJ#even-toed  ungulate#NN#ungulate  species#NNS#specie  found#VVD#find  all#RB#all  over#IN#over  the#DT#the  world#NN#world  in#IN#in  places#NNS#place  such#JJ#such  as#IN#as  africa#NP#Africa  ,#,#,  asia#NN#Asia  ,#,#,  and#CC#and  north#RB#north  america#NN#america  .#SENT#.  the#DT#the  term#NN#term  refers#VVZ#refer  to#TO#to  a#DT#a  u2018miscellaneousu2019#JJ#u2018miscellaneousu2019  group#NN#group  within#IN#within  the#DT#the  family#NN#family  encompassing#VVG#encompass  the#DT#the  old-world#JJ#old-world  species#NNS#specie  which#WDT#which  are#VBP#be  not#RB#not  cattle#NNS#cattle  ,#,#,  sheep#NN#sheep  ,#,#,  buffalo#NN#buffalo  ,#,#,  bison#NN#bison  ,#,#,  or#CC#or  goats#NNS#goat  .#SENT#.  a#DT#a  group#NN#group  of#IN#of  antelope#NN#antelope  is#VBZ#be  called#VVN#call  a#DT#a  herd#NN#herd  .#SENT#.  the#DT#the  pronghorn#NN#pronghorn  antelope#NN#antelope  of#IN#of  north#JJ#north  america#NN#america  is#VBZ#be  not#RB#not  a#DT#a  member#NN#member  of#IN#of  the#DT#the  family#NN#family  bovidae#NNS#bovidae  ,#,#,  but#CC#but  the#DT#the  family#NN#family  antilocapridae#NNS#antilocapridae  and#CC#and  not#RB#not  a#DT#a  true#JJ#true  antelope#NN#antelope  .#SENT#. 

antler; antlers#NNS#antler  are#VBP#be  the#DT#the  usually#RB#usually  large#JJ#large  ,#,#,  branching#VVG#branch  bony#JJ#bony  appendages#NNS#appendage  on#IN#on  the#DT#the  heads#NNS#head  of#IN#of  most#JJS#most  deer#NN#deer  species#NNS#specie  .#SENT#.  the#DT#the  word#NN#word  is#VBZ#be  derived#VVN#derive  from#IN#from  the#DT#the  french#JJ#French  branch#NN#branch  before#IN#before  the#DT#the  eyes#NNS#eye  .#SENT#. 

anvil; an#DT#an  anvil#NN#anvil  is#VBZ#be  a#DT#a  basic#JJ#basic  tool#NN#tool  .#SENT#.  in#IN#in  the#DT#the  simplest#JJS#simple  terms#NNS#term  it#PP#it  is#VBZ#be  a#DT#a  block#NN#block  with#IN#with  a#DT#a  hard#JJ#hard  surface#NN#surface  on#IN#on  which#WDT#which  another#DT#another  object#NN#object  is#VBZ#be  struck#VVN#strike  .#SENT#.  the#DT#the  inertia#NN#inertia  of#IN#of  the#DT#the  anvil#NN#anvil  allows#VVZ#allow  the#DT#the  energy#NN#energy  of#IN#of  the#DT#the  striking#JJ#striking  tool#NN#tool  to#TO#to  be#VB#be  transferred#VVN#transfer  to#TO#to  the#DT#the  work#NN#work  piece#NN#piece  .#SENT#.  in#IN#in  most#JJS#most  cases#NNS#case  the#DT#the  anvil#NN#anvil  is#VBZ#be  used#VVN#use  as#IN#as  a#DT#a  forging#VVG#forge  tool#NN#tool  .#SENT#.  before#IN#before  the#DT#the  advent#NN#advent  of#IN#of  modern#JJ#modern  welding#VVG#weld  technology#NN#technology  ,#,#,  it#PP#it  was#VBD#be  a#DT#a  primary#JJ#primary  tool#NN#tool  of#IN#of  metal#NN#metal  workers#NNS#worker  .#SENT#.  the#DT#the  great#JJ#great  majority#NN#majority  of#IN#of  modern#JJ#modern  anvils#NNS#anvil  are#VBP#be  made#VVN#make  from#IN#from  steel#NN#steel  though#IN#though  other#JJ#other  types#NNS#type  exist#VVP#exist  .#SENT#. 

ape; an#DT#an  ape#NN#ape  is#VBZ#be  any#DT#any  member#NN#member  of#IN#of  the#DT#the  hominoidea#NN#hominoidea  superfamily#NN#superfamily  of#IN#of  primates#NNS#primate  ,#,#,  including#VVG#include  humans#NNS#human  .#SENT#.  due#JJ#due  to#TO#to  its#PP$#its  ambiguous#JJ#ambiguous  nature#NN#nature  ,#,#,  the#DT#the  term#NN#term  ape#NN#ape  has#VHZ#have  been#VBN#be  deemphasized#VVN#deemphasize  in#IN#in  favor#NN#favor  of#IN#of  hominoidea#NN#hominoidea  as#IN#as  a#DT#a  means#NN#means  of#IN#of  describing#VVG#describe  taxonomic#JJ#taxonomic  relationships#NNS#relationship  .#SENT#.  under#IN#under  the#DT#the  current#JJ#current  classification#NN#classification  system#NN#system  there#RB#there  are#VBP#be  two#CD#two  families#NNS#family 

apple; odyssey#NN#odyssey  :#:#:  pepsi#NNS#Pepsi  to#TO#to  apple#NN#apple  is#VBZ#be  a#DT#a  book#NN#book  written#VVN#write  by#IN#by  john#NN#john  sculley#NN#sculley  ,#,#,  former#JJ#former  apple#NN#apple  ceo#NN#ceo  ,#,#,  and#CC#and  john#NN#john  a#DT#a  .#SENT#.  byrne#NN#byrne  in#IN#in  august#JJ#august  ,#,#,  1987#CD#@card@  ,#,#,  published#VVN#publish  by#IN#by  harpercollins#NNS#harpercollins  .#SENT#.  in#IN#in  odyssey#NN#odyssey  ,#,#,  sculley#NP#Sculley  describes#VVZ#describe  his#PP$#his  time#NN#time  as#IN#as  ceo#NN#ceo  of#IN#of  pepsico#NN#pepsico  and#CC#and  apple#NN#apple  inc#NN#inc  during#IN#during  the#DT#the  late#JJ#late  1970#CD#@card@  's#VBZ#be  and#CC#and  early#RB#early  80#CD#@card@  .#SENT#.  's#VBZ#be  the#DT#the  epilogue#NN#epilogue  of#IN#of  the#DT#the  book#NN#book  is#VBZ#be  dedicated#VVN#dedicate  to#TO#to  describing#VVG#describe  the#DT#the  knowledge#NN#knowledge  navigator#NN#navigator  ,#,#,  a#DT#a  concept#NN#concept  of#IN#of  sculley#NP#Sculley  .#SENT#.  's#VBZ#be 

